district_id,district,taluk_id,taluk,gp_id,gram_panchayat,village_id,village,crime_count,avg_hotspot_score,avg_severity,cctv_count,latitude,longitude,crime_score,coverage_score,priority_score,priority,recommend_installation
545,Mysuru,5570,Hunsur,219492.0,Neralakuppe,618387,Kachuvinahalli,14,97.0,62.857142857142854,0.0,12.220144928571429,76.58410214285713,100.0,100,95.24,Critical,True
545,Mysuru,5575,Tirumakudal - Narsipur,219652.0,Kethupura,619340,Bevinahalli,12,96.0,71.66666666666667,0.0,12.280472333333334,76.45066891666666,85.71428571428571,100,90.05,Critical,True
527,Belagavi,5442,Ramdurg,216056.0,Kandhapur,598306,Kadampur,12,95.0,73.33333333333333,0.0,15.920598083333333,74.91722008333333,85.71428571428571,100,89.87,High,True
542,Kolar,7002,Kolar Gold Field,218801.0,Hulkooru,622721,Venkatapura,12,91.0,68.33333333333333,0.0,12.961669833333334,78.05839266666668,85.71428571428571,100,87.97,High,True
538,Kalaburagi,5580,Aland,217899.0,Hodloor,619960,Annur,12,89.0,73.33333333333333,0.0,17.3496265,76.85488691666667,85.71428571428571,100,87.77,High,True
542,Kolar,7002,Kolar Gold Field,218807.0,Kangandlahalli,622803,Gollaguruanahalli,12,89.0,66.66666666666667,0.0,13.288020833333334,78.30266866666666,85.71428571428571,100,87.1,High,True
527,Belagavi,5439,Khanapur,215943.0,Amate,597819,Habbanatti,12,88.0,70.0,0.0,15.766395333333334,74.54345233333333,85.71428571428571,100,87.09,High,True
538,Kalaburagi,5586,Jevargi,218060.0,Yalvar,620863,Yalwar,11,95.0,69.0909090909091,0.0,17.290824545454544,77.12823290909091,78.57142857142857,100,86.59,High,True
542,Kolar,5590,Srinivaspur,219052.0,J. Thimmasandra,621642,Srinivaspur (Rural),11,96.0,65.45454545454545,0.0,12.957909,78.19001390909091,78.57142857142857,100,86.57,High,True
538,Kalaburagi,7090,Kamalapur,217920.0,Sirachand,620003,Sirchand,10,100.0,72.0,0.0,17.2754165,76.5280577,71.42857142857143,100,85.77,High,True
538,Kalaburagi,5584,Sedam,273191.0,Sindanmadu,620536,Hanmanhalli,10,98.0,74.0,0.0,16.4893677,77.5868353,71.42857142857143,100,85.27,High,True
527,Belagavi,5440,Bailahongala,215734.0,Chikkabagewadi,598058,Giriyal Kariyat Bagewadi,10,100.0,66.0,0.0,16.4837478,75.0143995,71.42857142857143,100,85.17,High,True
542,Kolar,7002,Kolar Gold Field,218798.0,Gatta Madamangala,622820,Ballagere,11,89.0,74.54545454545455,0.0,13.019364363636363,78.35524663636365,78.57142857142857,100,85.03,High,True
538,Kalaburagi,5585,Chittapur,217980.0,Madbol,620667,Mudbol,11,90.0,70.9090909090909,0.0,17.172605454545455,76.87435345454546,78.57142857142857,100,85.02,High,True
545,Mysuru,5570,Hunsur,219485.0,Karanakuppe,618357,Hemmige,12,83.0,66.66666666666667,0.0,12.246486249999998,76.49468391666666,85.71428571428571,100,85.0,High,True
545,Mysuru,5569,Piriyapatna,219616.0,Chikkanerale,618111,Byadarabilaguli,11,89.0,70.9090909090909,0.0,12.444148363636362,76.55428181818182,78.57142857142857,100,84.67,High,True
538,Kalaburagi,7090,Kamalapur,218020.0,Okali,620195,Okali,10,97.0,70.0,0.0,17.2120692,76.5357959,71.42857142857143,100,84.52,High,True
534,Dakshina Kannada,5563,Beltangadi,273275.0,Sulkeri,617623,Navara,10,98.0,64.0,0.0,12.6868427,75.0025153,71.42857142857143,100,84.27,High,True
527,Belagavi,5441,Savadatti,216005.0,Hirebudnur,598192,Malagali,10,97.0,66.0,0.0,16.129147600000003,74.58396280000001,71.42857142857143,100,84.12,High,True
527,Belagavi,5436,Gokak,215862.0,Kolavi,597465,Kolavi,10,94.0,70.0,0.0,15.810551100000001,74.70349619999999,71.42857142857143,100,83.47,High,True
545,Mysuru,5575,Tirumakudal - Narsipur,219663.0,Somanathapura,619364,Thammadipura,10,95.0,66.0,0.0,12.4446747,76.3888964,71.42857142857143,100,83.42,High,True
538,Kalaburagi,5584,Sedam,218061.0,Adaki,620513,Nagasanpalli,10,95.0,64.0,0.0,17.3905736,76.6469091,71.42857142857143,100,83.22,High,True
527,Belagavi,5433,Chikodi,215823.0,Nainglaj,597209,Yadyanawadi,10,92.0,74.0,0.0,15.680794600000002,74.7052655,71.42857142857143,100,83.17,High,True
527,Belagavi,5437,Hukkeri,215935.0,Shabandar,597653,Gutaguddi,11,86.0,65.45454545454545,0.0,16.285920181818184,74.62062763636364,78.57142857142857,100,83.07,High,True
527,Belagavi,7195,Yaragatti,216028.0,Soppadla,598178,Rainapur,9,100.0,73.33333333333333,0.0,15.769954666666669,74.63915733333334,64.28571428571429,100,83.05,High,True
527,Belagavi,7105,Nippani,215812.0,Kunnur,597158,Kunnur,10,91.0,74.0,0.0,15.9275122,74.6088994,71.42857142857143,100,82.82,High,True
527,Belagavi,5441,Savadatti,215996.0,Asundi,598236,Shingarkop,9,100.0,68.88888888888889,0.0,16.154757000000004,74.71988155555556,64.28571428571429,100,82.6,High,True
527,Belagavi,5440,Bailahongala,215767.0,Sutagatti,598040,Hogarti,9,99.0,66.66666666666667,0.0,16.215412333333333,75.82118311111111,64.28571428571429,100,82.03,High,True
542,Kolar,7002,Kolar Gold Field,218818.0,Srinivasa Sandra,622840,Nagakuppa,9,99.0,66.66666666666667,0.0,13.017168444444444,78.35498722222222,64.28571428571429,100,82.03,High,True
545,Mysuru,5575,Tirumakudal - Narsipur,219643.0,Doddebagilu,619367,Horalahalli,9,97.0,73.33333333333333,0.0,12.394725999999999,76.51543922222223,64.28571428571429,100,82.0,High,True
527,Belagavi,5437,Hukkeri,215905.0,Gotur,597575,Gotur,9,98.0,68.88888888888889,0.0,15.943005555555557,74.64295722222222,64.28571428571429,100,81.9,High,True
527,Belagavi,7099,Mudalgi,215890.0,Vaderahatti,597453,Waderatti,11,84.0,60.0,0.0,15.972538454545456,74.55725809090909,78.57142857142857,100,81.83,High,True
542,Kolar,5593,Bangarapet,218791.0,Chikka Ankandahally,622476,Haliganahalli,9,99.0,64.44444444444444,0.0,13.046731444444443,78.20252866666667,64.28571428571429,100,81.81,High,True
536,Dharwad,5477,Kundgol,217735.0,Yeraguppi,602555,Chikkanarti,9,99.0,64.44444444444444,0.0,15.445880888888887,75.261655,64.28571428571429,100,81.81,High,True
542,Kolar,7002,Kolar Gold Field,218812.0,Marikuppam,622684,Kallikuppa,10,89.0,68.0,0.0,13.031907799999999,78.2069974,71.42857142857143,100,81.52,High,True
