station_id,station_name,longitude,latitude
345.0,APMC Navanagar,75.0815680002809,15.3927790001568
78.0,APMC Yard PS,74.5085170002766,15.8839949997159
832.0,Abbinahole PS,76.7515920003006,14.0417150000132
539.0,Adarsh Nagar PS,75.7107099999683,16.8502199998858
152.0,Adugodi PS,77.6115419998195,12.941430999878
336.0,Adur PS,75.2509050002656,14.7735429997198
387.0,Afzalpur PS,76.3582500001155,17.2028699998072
778.0,Agumbe PS,75.097434000409,13.5109009998969
474.0,Aigali PS,75.249869999662,16.7794599996093
710.0,Ajekar PS,74.999538000391,13.3190330000313
692.0,Ajjampura PS,75.999862000049,13.756626000254
225.0,Akkur PS,77.2895049996422,12.7126049999478
528.0,Alamatti PS,75.8977699998408,16.343020000317
436.0,Alanahally PS,76.7037689004229,12.3071192100217
670.0,Aldur PS,75.6518199996951,13.2432469998633
390.0,Alland PS,76.5607100004583,17.5616599997127
547.0,Almel PS,76.2187820003435,17.0900830003164
503.0,Alnavar PS,74.7400280000106,15.4316689998837
593.0,Alur PS,75.9899900002442,12.9773529999543
39.0,Alwandi PS,75.990564999943,15.2316289997451
718.0,Amasebailu PS,74.9485879999256,13.6030689995903
738.0,Ambikanagar PS,74.659325999899,15.1239950003451
461.0,Amengad PS,75.9456940002023,16.0566130004213
128.0,Amruthahally PS,77.5985649995896,13.0568580000581
265.0,Amruthur PS,76.9346000003283,12.9145999999895
771.0,Anavatti PS,75.1506170001106,14.5627749999232
201.0,Andersonpet PS,78.2702600003173,12.9342199996651
791.0,Anekal PS,77.692886400445,12.7101184001285
833.0,Ankalgi PS,74.6932490004634,16.0278369999957
484.0,Ankali PS,74.6702752823781,16.5400475269284
742.0,Ankola PS,74.3054620003402,14.6598159995517
164.0,Annapoorneshwari Nagar PS,77.5127363002522,12.9764945003794
515.0,Annigeri PS,75.4335279997175,15.4293889996275
798.0,Anugondanahalli PS,77.8213556279946,12.9747649611325
583.0,Arakalagud PS,76.0569999998787,12.7658860002264
641.0,Arakere PS,76.8135740001178,12.4106780003366
317.0,Arasikere PS,76.0743689998887,14.6702829996762
568.0,Arasikere Rural PS,76.2569929998741,13.3126749996872
572.0,Arasikere Town PS,76.2568810000522,13.3122830000798
840.0,Arehalli PS,75.8018299998595,13.0454269998852
862.0,Arsikere PS,77.0413860804016,14.0840889883304
403.0,Ashoknagar PS,76.8155555558063,17.3223333326348
346.0,Ashoknagar PS,75.1318450001869,15.3689909999987
850.0,Ashoknagar PS,77.6101850003906,12.9716320001726
442.0,Ashokpuram PS,76.6312979999431,12.2893060002719
834.0,Athani PS,75.06000800015,16.7266850002997
843.0,Attibele PS,77.7716710001049,12.7789360000593
358.0,Aurad PS,77.4122979997886,18.2490299998802
797.0,Avalahally PS,77.7457209996652,13.042326000046
301.0,Azad Nagar PS,75.9253489998062,14.4808990000607
199.0,BEML Nagar PS,78.2366999996363,12.9808200004054
125.0,BIAL PS,77.7059880001317,13.1991489995673
535.0,Babaleshwar PS,75.5803200004047,16.6658299997346
455.0,Badami PS,75.6785770002963,15.9239249999605
262.0,Badavanahalli PS,77.0648799999065,13.6756610003453
117.0,Bagalgunte PS,77.5036570001419,13.0595489998628
458.0,Bagalkot Rural PS,75.6924640003567,16.1810079997981
827.0,Bagalkot Town PS,75.6557194457004,16.1172363103006
852.0,Bagalur PS,77.6704359997402,13.1400419997494
371.0,Bagdal PS,77.3999689999566,17.7495159997799
185.0,Bagepalli PS,77.7924889995652,13.7833130001471
69.0,Bagewadi PS,74.6373274007038,15.7761522323095
478.0,Bailhongal PS,74.8629139995728,15.8184370002436
65.0,Balagaor PS,76.749950399616,15.9553054000286
684.0,Balehonnur PS,75.4657970001967,13.3511840001246
870.0,Ballari APMC Yard PS,76.9119893355174,15.1200727097952
30.0,Ballari Rural PS,76.9250640002023,15.1444889998702
874.0,Ballari Women PS,76.9198003222493,15.1528987201765
675.0,Balur PS,75.5031459998877,13.1533940000468
676.0,Banakal PS,75.5544860001022,13.1374259998632
134.0,Banashankari PS,77.5679710003444,12.9292740000901
94.0,Banaswadi PS,77.6403087004,13.0196345004026
569.0,Banavara PS,76.1628809997244,13.4047820003321
751.0,Banavasi PS,75.0212390561594,14.540638491595
149.0,Bandepalya PS,77.6415333333942,12.9056000003551
194.0,Bangarpet PS,78.1788199998546,12.985930000209
339.0,Bankapura PS,75.2700669998461,14.9147049998035
792.0,Bannerghatta PS,77.5792525001605,12.8135433004012
666.0,Bannur PS,76.8664222218755,12.3328861113612
696.0,Bantwala Rural PS,75.0404499999249,12.8907833327236
697.0,Bantwala Town PS,75.0313750000531,12.8813960002963
625.0,Basaralu PS,76.8172530001449,12.7058440002913
835.0,Basava Kalyana Rural PS,76.962817525583,17.8756991860418
378.0,Basava Kalyana Town PS,76.9475023157556,17.8738776871821
529.0,Basavan Bagewadi PS,75.9689999997507,16.5720999995958
302.0,Basavanagara PS,75.9184260000763,14.4692230002346
135.0,Basavanagudi PS,77.5742406181053,12.9419994209918
139.0,Basavanagudi Women PS,77.5678107000166,12.9290081004219
673.0,Basavanahalli PS,75.7735859998332,13.3281699998605
306.0,Basavapatna PS,75.8171230001795,14.2062850000917
171.0,Basaveshwara Nagar PS,77.542571994291,12.9853070014035
487.0,Basaweshwar Chowk PS,74.3776648175465,16.4104677522245
190.0,Batalahalli PS,78.1314309165029,13.5820580944041
646.0,Beechanahalli PS,76.3499666674012,11.9907305560008
558.0,Begur PS,76.671146000347,11.9345929999969
854.0,Begur PS,77.6243380001586,12.8782620001631
73.0,Belagavi Camp PS,74.5045500000356,15.8547100001631
77.0,Belagavi City Women PS,74.5058495227933,15.8577009658827
80.0,Belagavi Market PS,74.5196670000549,15.8624710003501
70.0,Belagavi Rural PS,74.5145610002729,15.8331710002305
621.0,Belakavadi PS,77.1226469996849,12.2566390004105
783.0,Bellanduru PS,77.6678679998158,12.9191619996926
705.0,Bellare PS,75.3708391857439,12.6640612816479
272.0,Bellavi PS,77.0175909370316,13.4146458720677
636.0,Bellur PS,76.7356419995543,12.9814419997485
699.0,Belthangadi PS,75.2827340000247,12.9899590000929
573.0,Belur PS,75.8754489997066,13.1741919998648
381.0,Bemalkhed PS,77.4246340001664,17.6620550001425
353.0,Bendigeri PS,75.1503440003866,15.3425479998105
617.0,Besagaraghalli PS,77.0060279998678,12.63613900021
517.0,Betageri Extention PS,75.6522139996588,15.4276390003914
516.0,Betageri PS,75.6468818515471,15.4452623455419
195.0,Bethamangala PS,78.3333199996323,13.0082299996789
652.0,Bettadapura PS,76.1012388886752,12.4656666670044
837.0,Bevoor PS,76.1709389998177,15.566830999975
763.0,Bhadravathi New Town PS,75.6910479997434,13.8377760002767
764.0,Bhadravathi Old Town PS,75.702880000197,13.8468979997847
859.0,Bhadravathi Rural PS,75.6869140239428,13.8257444363277
598.0,Bhagamandala PS,75.5349388616035,12.3870889082204
362.0,Bhalki Rural PS,77.2104150002743,18.0434870002126
366.0,Bhalki Town PS,77.2149860002005,18.0464960002772
284.0,Bharamasagara PS,76.1922999999702,14.3697000003646
103.0,Bharathi Nagar PS,77.6120856003067,12.9912025002823
729.0,Bhatkal Rural PS,74.5385116612427,13.9984983574694
730.0,Bhatkal Town PS,74.5521247779463,13.9899128338417
421.0,Bheemarayanagudi PS,76.8038080001843,16.7206390000315
226.0,Bidadi PS,77.3847750000391,12.800368999628
376.0,Bidar New Town PS,77.5092700004058,17.9235209997318
372.0,Bidar Rural PS,77.4753984856945,17.9347863425413
375.0,Bidar Town PS,77.5307829996043,17.9128260001402
377.0,Bidar Women PS,77.5324059003355,17.9073477998165
536.0,Bijapur Rural PS,75.7386899996538,16.8264999999675
466.0,Bilagi PS,75.6122530000353,16.3493239999889
321.0,Bilichodu PS,76.1603009998662,14.5045829995527
661.0,Biligere PS,76.7456555563285,12.0698916665752
649.0,Bilikere PS,76.4477555556761,12.3359111112243
637.0,Bindiganavile PS,76.6309659996206,12.881194000452
687.0,Birur PS,75.9724069998958,13.5990249995542
